Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;geo_shape;geo_point_2d
COLLEGES (année scolaire 2017/2018 - 2018/2019);LOUISE MICHEL;11 rue JEAN POULMARCH;10ème Ardt;75110;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.3636082455728102, 48.872309055907564]}";48.8723090559,2.36360824557
COLLEGES (année scolaire 2021/2022);CLAUDE MONET;1 RUE DU DOCTEUR MAGNAN;13ème Ardt;75113;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.362324353417151, 48.8274344687235]}";48.8274344687,2.36232435342
COLLEGES (année scolaire 2017/2018 - 2018/2019);CAMILLE SEE;11 rue LEON LHERMITTE;15ème Ardt;75115;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.296984030717406, 48.84299080040882]}";48.8429908004,2.29698403072
COLLEGES (année scolaire 2017/2018 - 2018/2019);GEORGES BRAQUE;91 rue BRILLAT-SAVARIN;13ème Ardt;75113;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.342886182741775, 48.82458829304343]}";48.824588293,2.34288618274
COLLEGES (année scolaire 2021/2022);PILATRE DE ROZIER;11 RUE BOUVIER;11ème Ardt;75111;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.387212273993633, 48.85196267755862]}";48.8519626776,2.38721227399
COLLEGES (année scolaire 2021/2022);ROLAND DORGELES;63 RUE DE CLIGNANCOURT;18ème Ardt;75118;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.347862029264203, 48.888241908940714]}";48.8882419089,2.34786202926
COLLEGES (année scolaire 2021/2022);CHARLES PEGUY;69 AVENUE SIMON BOLIVAR;19ème Ardt;75119;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.376536636427912, 48.87628979019914]}";48.8762897902,2.37653663643
COLLEGES (année scolaire 2019/2020);LUCIE FAURE;40 RUE DES PYRENEES;20ème Ardt;75120;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.406501322337822, 48.850908974174786]}";48.8509089742,2.40650132234
COLLEGES (année scolaire 2019/2020);HONORE DE BALZAC;118 boulevard BESSIERES;17ème Ardt;75117;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.315476824340967, 48.895530729202925]}";48.8955307292,2.31547682434
COLLEGES (année scolaire 2019/2020);CAMILLE SEE;11 rue LEON LHERMITTE;15ème Ardt;75115;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.296984030717406, 48.84299080040882]}";48.8429908004,2.29698403072
COLLEGES (année scolaire 2019/2020);MARIE CURIE;23 rue BOINOD;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.350735844619149, 48.89334018944393]}";48.8933401894,2.35073584462
COLLEGES (année scolaire 2019/2020);BORIS VIAN;76 boulevard BERTHIER;17ème Ardt;75117;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.304461806523097, 48.89057692929274]}";48.8905769293,2.30446180652
COLLEGES (année scolaire 2019/2020);FRANCOISE SELIGMANN;21 rue de SAMBRE-ET-MEUSE;10ème Ardt;75110;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.3716912408671442, 48.874850797156334]}";48.8748507972,2.37169124087
COLLEGES (année scolaire 2020/2021);GEORGES COURTELINE;48 bis AVENUE DU DOCTEUR ARNOLD NETTER;12ème Ardt;75112;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.405739566721285, 48.8441317781261]}";48.8441317781,2.40573956672
COLLEGES (année scolaire 2020/2021);LUCIE ET RAYMOND AUBRAC;62 RUE DE LA FONTAINE AU ROI;11ème Ardt;75111;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.37432137532878, 48.868234139286756]}";48.8682341393,2.37432137533
COLLEGES (année scolaire 2020/2021);GEORGES BRAQUE;91 RUE BRILLAT-SAVARIN;13ème Ardt;75113;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.342886182764445, 48.824588291244794]}";48.8245882912,2.34288618276
COLLEGES (année scolaire 2020/2021);BEAUMARCHAIS;124 RUE AMELOT;11ème Ardt;75111;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.366905964172059, 48.864231545646064]}";48.8642315456,2.36690596417
COLLEGES (année scolaire 2020/2021);SONIA DELAUNAY;14 RUE EURYALE DEHAYNIN;19ème Ardt;75119;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.378128741276411, 48.8859342974065]}";48.8859342974,2.37812874128
COLLEGES (année scolaire 2021/2022);GERARD PHILIPE;8 RUE DES AMIRAUX;18ème Ardt;75118;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.35194540525357, 48.89445882794093]}";48.8944588279,2.35194540525
COLLEGES (année scolaire 2017/2018 - 2018/2019);JEAN-BAPTISTE CLEMENT;26 rue HENRI CHEVREAU;20ème Ardt;75120;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.389377915809268, 48.869953211971456]}";48.869953212,2.38937791581
COLLEGES (année scolaire 2017/2018 - 2018/2019);ANTOINE COYSEVOX;16 rue COYSEVOX;18ème Ardt;75118;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.329820195220214, 48.89161762859552]}";48.8916176286,2.32982019522
COLLEGES (année scolaire 2017/2018 - 2018/2019);CARNOT;145 boulevard MALESHERBES;17ème Ardt;75117;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.30784395860416, 48.884477413794635]}";48.8844774138,2.3078439586
COLLEGES (année scolaire 2017/2018 - 2018/2019);JEAN FRANCOIS OEBEN;23 RUE DE REUILLY;12ème Ardt;75112;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.386162996876621, 48.84830590939759]}";48.8483059094,2.38616299688
COLLEGES (année scolaire 2017/2018 - 2018/2019);CLAUDE CHAPPE;9 RUE DES ALOUETTES;19ème Ardt;75119;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.385349729730616, 48.8774933953632]}";48.8774933954,2.38534972973
COLLEGES (année scolaire 2017/2018 - 2018/2019);JACQUES DECOUR;12 avenue TRUDAINE;9ème Ardt;75109;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.343423699651081, 48.88148627614048]}";48.8814862761,2.34342369965
COLLEGES (année scolaire 2021/2022);PAUL BERT;8 RUE HUYGHENS;14ème Ardt;75114;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.328851213098645, 48.841041357580764]}";48.8410413576,2.3288512131
COLLEGES (année scolaire 2021/2022);GEORGES COURTELINE;48 bis AVENUE DU DOCTEUR ARNOLD NETTER;12ème Ardt;75112;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.405739566721285, 48.8441317781261]}";48.8441317781,2.40573956672
COLLEGES (année scolaire 2019/2020);HENRI MATISSE;3 rue VITRUVE;20ème Ardt;75120;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.401975118831026, 48.8564568315423]}";48.8564568315,2.40197511883
COLLEGES (année scolaire 2019/2020);PILATRE DE ROZIER;11 rue BOUVIER;11ème Ardt;75111;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.387212272588584, 48.85196268114882]}";48.8519626811,2.38721227259
COLLEGES (année scolaire 2019/2020);SONIA DELAUNAY;14 rue EURYALE DEHAYNIN;19ème Ardt;75119;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.378128741254931, 48.88593429920504]}";48.8859342992,2.37812874125
COLLEGES (année scolaire 2020/2021);EVARISTE GALOIS;11 RUE DU DOCTEUR BOURNEVILLE;13ème Ardt;75113;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.358378714817568, 48.81844173613279]}";48.8184417361,2.35837871482
COLLEGES (année scolaire 2020/2021);MAURICE RAVEL;89 COURS DE VINCENNES;20ème Ardt;75120;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.408337517839053, 48.8476711366186]}";48.8476711366,2.40833751784
COLLEGES (année scolaire 2020/2021);PIERRE MENDES FRANCE;24 RUE LE VAU;20ème Ardt;75120;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.411159984926501, 48.86805832906416]}";48.8680583291,2.41115998493
COLLEGES (année scolaire 2020/2021);LA GRANGE AUX BELLES;158 QUAI DE JEMMAPES;10ème Ardt;75110;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.36663485657128, 48.87798501995132]}";48.87798502,2.36663485657
COLLEGES (année scolaire 2020/2021);CHAPTAL;45 BOULEVARD DES BATIGNOLLES;8ème Ardt;75108;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.319687602583126, 48.88173758353144]}";48.8817375835,2.31968760258
COLLEGES (année scolaire 2020/2021);HECTOR BERLIOZ;17 RUE GEORGETTE AGUTTE;18ème Ardt;75118;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.332815674978112, 48.89581466967535]}";48.8958146697,2.33281567498
COLLEGES (année scolaire 2020/2021);MONTAIGNE;17 RUE AUGUSTE COMTE;6ème Ardt;75106;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.334832114935364, 48.84423739641615]}";48.8442373964,2.33483211494
COLLEGES (année scolaire 2020/2021);JEAN MOULIN;75 RUE D' ALESIA;14ème Ardt;75114;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.328319953644901, 48.82773032559163]}";48.8277303256,2.32831995364
COLLEGES (année scolaire 2020/2021);GEORGES DUHAMEL;13 RUE DES VOLONTAIRES;15ème Ardt;75115;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.30723382524095, 48.842647156953]}";48.842647157,2.30723382524
COLLEGES (année scolaire 2020/2021);JEAN FRANCOIS OEBEN;23 RUE DE REUILLY;12ème Ardt;75112;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.3861629969189933, 48.848305905800395]}";48.8483059058,2.38616299692
COLLEGES (année scolaire 2020/2021);SUZANNE LACORE;BOULEVARD MAC DONALD;19ème Ardt;75119;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.378876548969465, 48.89860872328315]}";48.8986087233,2.37887654897
COLLEGES (année scolaire 2020/2021);FRANCOISE SELIGMAN;;10ème Ardt;75110;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.371691242263032, 48.87485079446565]}";48.8748507945,2.37169124226
COLLEGES (année scolaire 2021/2022);COLETTE BESSON;9 RUE DES PANOYAUX;20ème Ardt;75120;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.384923501131501, 48.86642227484252]}";48.8664222748,2.38492350113
COLLEGES (année scolaire 2021/2022);FRANCOIS COUPERIN;2 ALLEE DES JUSTES DE FRANCE;4ème Ardt;75104;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.35627838899096, 48.85505968002609]}";48.85505968,2.35627838899
COLLEGES (année scolaire 2021/2022);MOZART;7 RUE JOMARD;19ème Ardt;75119;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.379308212552384, 48.889575953650045]}";48.8895759537,2.37930821255
COLLEGES (année scolaire 2021/2022);GEORGES DUHAMEL;13 RUE DES VOLONTAIRES;15ème Ardt;75115;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.30723382524095, 48.842647156953]}";48.842647157,2.30723382524
COLLEGES (année scolaire 2017/2018 - 2018/2019);LUCIE FAURE;40 RUE DES PYRENEES;20ème Ardt;75120;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.4065013223480642, 48.8509089732755]}";48.8509089733,2.40650132235
COLLEGES (année scolaire 2017/2018 - 2018/2019);OCTAVE GREARD;28 RUE DU GENERAL FOY;8ème Ardt;75108;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.3176935383779442, 48.878814830449805]}";48.8788148304,2.31769353838
COLLEGES (année scolaire 2017/2018 - 2018/2019);CONDORCET;61 RUE D' AMSTERDAM;8ème Ardt;75108;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.326971628718676, 48.88097843700428]}";48.880978437,2.32697162872
COLLEGES (année scolaire 2017/2018 - 2018/2019);GEORGES ROUAULT;3 RUE DU NOYER-DURAND;19ème Ardt;75119;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.399077061944611, 48.886609194462046]}";48.8866091945,2.39907706194
COLLEGES (année scolaire 2017/2018 - 2018/2019);JEAN-BAPTISTE POQUELIN;6 rue MOLIERE;1er Ardt;75101;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.335488359834314, 48.86465286750805]}";48.8646528675,2.33548835983
COLLEGES (année scolaire 2019/2020);VOLTAIRE;101 AVENUE DE LA REPUBLIQUE;11ème Ardt;75111;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.384525451441024, 48.863525575859086]}";48.8635255759,2.38452545144
COLLEGES (année scolaire 2020/2021);CONDORCET;61 RUE D' AMSTERDAM;8ème Ardt;75108;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.326971628741919, 48.880978435205776]}";48.8809784352,2.32697162874
COLLEGES (année scolaire 2017/2018 - 2018/2019);LA ROSE BLANCHE;34 RUE MARIE-GEORGES PICQUART;17ème Ardt;75117;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.310037489432322, 48.889335286302796]}";48.8893352863,2.31003748943
COLLEGES (année scolaire 2020/2021);BUFFON;16 BOULEVARD PASTEUR;15ème Ardt;75115;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.311717575684669, 48.84345072823187]}";48.8434507282,2.31171757568
COLLEGES (année scolaire 2017/2018 - 2018/2019);ROGNONI;24 RUE DU CARDINAL LEMOINE;5ème Ardt;75105;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.353281840182742, 48.84827306020627]}";48.8482730602,2.35328184018
COLLEGES (année scolaire 2020/2021);JULES VERNE;20 RUE DE LA BRECHE AUX LOUPS;12ème Ardt;75112;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.394178302213762, 48.837550514377504]}";48.8375505144,2.39417830221
COLLEGES (année scolaire 2017/2018 - 2018/2019);HENRI MATISSE;3 rue VITRUVE;20ème Ardt;75120;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.401975118831026, 48.8564568315423]}";48.8564568315,2.40197511883
COLLEGES (année scolaire 2020/2021);GUILLAUME APOLLINAIRE;39 AVENUE EMILE ZOLA;15ème Ardt;75115;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.282679643541084, 48.84657111281111]}";48.8465711128,2.28267964354
COLLEGES (année scolaire 2017/2018 - 2018/2019);CHARLEMAGNE;13 rue CHARLEMAGNE;4ème Ardt;75104;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.360355646575449, 48.85415629240931]}";48.8541562924,2.36035564658
COLLEGES (année scolaire 2020/2021);JEAN-BAPTISTE CLEMENT;26 RUE HENRI CHEVREAU;20ème Ardt;75120;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.389377915861977, 48.86995320747504]}";48.8699532075,2.38937791586
COLLEGES (année scolaire 2017/2018 - 2018/2019);VICTOR HUGO;11 rue BARBETTE;3ème Ardt;75103;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.360617651517032, 48.85884108995745]}";48.85884109,2.36061765152
COLLEGES (année scolaire 2020/2021);VICTOR DURUY;33 BOULEVARD DES INVALIDES;7ème Ardt;75107;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.314847939764742, 48.852300012338986]}";48.8523000123,2.31484793976
COLLEGES (année scolaire 2021/2022);PAUL VERLAINE;167 RUE DE BERCY;12ème Ardt;75112;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.375238551801448, 48.84260745086263]}";48.8426074509,2.3752385518
COLLEGES (année scolaire 2020/2021);JEAN-BAPTISTE POQUELIN;6 RUE MOLIERE;1er Ardt;75101;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.335488361254741, 48.864652863019195]}";48.864652863,2.33548836125
COLLEGES (année scolaire 2019/2020);FRANCOISE DOLTO;354 RUE DES PYRENEES;20ème Ardt;75120;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.386914603358906, 48.873956693704514]}";48.8739566937,2.38691460336
COLLEGES (année scolaire 2020/2021);THOMAS MANN;91 AVENUE DE FRANCE;13ème Ardt;75113;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.377938859129364, 48.828917711700804]}";48.8289177117,2.37793885913
COLLEGES (année scolaire 2019/2020);GEORGES CLEMENCEAU;43 RUE DES POISSONNIERS;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.351539771964548, 48.88906745959342]}";48.8890674596,2.35153977196
COLLEGES (année scolaire 2020/2021);VOLTAIRE;101 AVENUE DE LA REPUBLIQUE;11ème Ardt;75111;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.384525451483521, 48.863525572261956]}";48.8635255723,2.38452545148
COLLEGES (année scolaire 2019/2020);CARNOT;145 boulevard MALESHERBES;17ème Ardt;75117;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.307843958616113, 48.88447741289535]}";48.8844774129,2.30784395862
COLLEGES (année scolaire 2020/2021);PAUL GAUGUIN;35 RUE MILTON;9ème Ardt;75109;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.342345239697091, 48.879230745115095]}";48.8792307451,2.3423452397
COLLEGES (année scolaire 2020/2021);AUGUSTE RODIN;19 RUE CORVISART;13ème Ardt;75113;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.347148574677878, 48.83256966693822]}";48.8325696669,2.34714857468
COLLEGES (année scolaire 2021/2022);LAMARTINE;121 RUE DU FAUBOURG POISSONNIERE;9ème Ardt;75109;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.349089434845314, 48.87838139909924]}";48.8783813991,2.34908943485
COLLEGES (année scolaire 2020/2021);CLAUDE BERNARD;1 AVENUE DU PARC DES PRINCES;16ème Ardt;75116;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.254942341632058, 48.841974682434916]}";48.8419746824,2.25494234163
COLLEGES (année scolaire 2021/2022);CLAUDE CHAPPE;9 RUE DES ALOUETTES;19ème Ardt;75119;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.385349731136482, 48.8774933917731]}";48.8774933918,2.38534973114
COLLEGES (année scolaire 2020/2021);GUILLAUME BUDE;7 RUE JEAN QUARRE;19ème Ardt;75119;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.396286015359862, 48.8768337950643]}";48.8768337951,2.39628601536
COLLEGES (année scolaire 2021/2022);ST EXUPERY;89 BOULEVARD ARAGO;14ème Ardt;75114;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.335436904845988, 48.834349034877256]}";48.8343490349,2.33543690485
COLLEGES (année scolaire 2021/2022);BERNARD PALISSY;21 RUE DES PETITS HOTELS;10ème Ardt;75110;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.35285899572182, 48.877463461776024]}";48.8774634618,2.35285899572
COLLEGES (année scolaire 2021/2022);ELSA TRIOLET;9 RUE YEO THOMAS;13ème Ardt;75113;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.362500443908051, 48.8314131784095]}";48.8314131784,2.36250044391
COLLEGES (année scolaire 2021/2022);GEORGES BRAQUE;91 RUE BRILLAT-SAVARIN;13ème Ardt;75113;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.342886182764445, 48.824588291244794]}";48.8245882912,2.34288618276
COLLEGES (année scolaire 2021/2022);VALMY;199 QUAI DE VALMY;10ème Ardt;75110;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.368318407704824, 48.881623867084365]}";48.8816238671,2.3683184077
COLLEGES (année scolaire 2017/2018 - 2018/2019);THOMAS MANN;91 AVENUE DE FRANCE;13ème Ardt;75113;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.377938857724298, 48.82891771529097]}";48.8289177153,2.37793885772
COLLEGES (année scolaire 2017/2018 - 2018/2019);LAVOISIER;17 rue HENRI BARBUSSE;5ème Ardt;75105;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.339294801392019, 48.842354565353766]}";48.8423545654,2.33929480139
COLLEGES (année scolaire 2017/2018 - 2018/2019);JULES ROMAINS;6 rue CLER;7ème Ardt;75107;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.305433793080141, 48.85846458705568]}";48.8584645871,2.30543379308
COLLEGES (année scolaire 2017/2018 - 2018/2019);VICTOR DURUY;33 BOULEVARD DES INVALIDES;7ème Ardt;75107;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.314847938354699, 48.852300015928336]}";48.8523000159,2.31484793835
COLLEGES (année scolaire 2017/2018 - 2018/2019);MONTAIGNE;17 rue AUGUSTE COMTE;6ème Ardt;75106;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.3348321135383943, 48.84423739910643]}";48.8442373991,2.33483211354
COLLEGES (année scolaire 2017/2018 - 2018/2019);MARIE CURIE;23 rue BOINOD;18ème Ardt;75118;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.350735844607935, 48.893340190343174]}";48.8933401903,2.35073584461
COLLEGES (année scolaire 2017/2018 - 2018/2019);GABRIEL FAURE;81 AVENUE DE CHOISY;13ème Ardt;75113;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.361407262098493, 48.82404489813093]}";48.8240448981,2.3614072621
COLLEGES (année scolaire 2017/2018 - 2018/2019);SONIA DELAUNAY;14 rue EURYALE DEHAYNIN;19ème Ardt;75119;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.378128741244192, 48.885934300104296]}";48.8859343001,2.37812874124
COLLEGES (année scolaire 2017/2018 - 2018/2019);YVONNE LE TAC;7 rue YVONNE LE TAC;18ème Ardt;75118;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.340653968864259, 48.88402412101799]}";48.884024121,2.34065396886
