Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;geo_shape;geo_point_2d
COLLEGES (année scolaire 2017/2018 - 2018/2019);GUILLAUME BUDE;7 rue JEAN QUARRE;19ème Ardt;75119;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.396286013965293, 48.87683379775527]}";48.8768337978,2.39628601397
COLLEGES (année scolaire 2017/2018 - 2018/2019);ALAIN FOURNIER;87 rue LEON FROT;11ème Ardt;75111;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.383853741179723, 48.85822327431507]}";48.8582232743,2.38385374118
COLLEGES (année scolaire 2021/2022);CHAPTAL;45 BOULEVARD DES BATIGNOLLES;8ème Ardt;75108;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.319687602583126, 48.88173758353144]}";48.8817375835,2.31968760258
COLLEGES (année scolaire 2021/2022);MONTAIGNE;17 RUE AUGUSTE COMTE;6ème Ardt;75106;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.334832114935364, 48.84423739641615]}";48.8442373964,2.33483211494
COLLEGES (année scolaire 2019/2020);MOZART;7 rue JOMARD;19ème Ardt;75119;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.379308212541665, 48.889575954549336]}";48.8895759545,2.37930821254
COLLEGES (année scolaire 2019/2020);GEORGES COURTELINE;48 bis AVENUE DU DOCTEUR ARNOLD NETTER;12ème Ardt;75112;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.405739565327978, 48.84413178081728]}";48.8441317808,2.40573956533
COLLEGES (année scolaire 2019/2020);ALPHONSE DAUDET;93 RUE D' ALESIA;14ème Ardt;75114;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.325909406176629, 48.82801241210158]}";48.8280124121,2.32590940618
COLLEGES (année scolaire 2019/2020);JULES ROMAINS;6 rue CLER;7ème Ardt;75107;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.305433793092129, 48.85846458615637]}";48.8584645862,2.30543379309
COLLEGES (année scolaire 2019/2020);DANIEL MAYER;2 place HEBERT;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.363861812288965, 48.89314129471269]}";48.8931412947,2.36386181229
COLLEGES (année scolaire 2019/2020);JEAN PERRIN;6 rue EUGENE REISZ;20ème Ardt;75120;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.411192013680306, 48.856852620268185]}";48.8568526203,2.41119201368
COLLEGES (année scolaire 2020/2021);ANNE FRANK;38 RUE TROUSSEAU;11ème Ardt;75111;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.379036766249539, 48.851925146750034]}";48.8519251468,2.37903676625
COLLEGES (année scolaire 2020/2021);RAYMOND QUENEAU;66 BOULEVARD SAINT-MARCEL;5ème Ardt;75105;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.354673915718428, 48.83789635698399]}";48.837896357,2.35467391572
COLLEGES (année scolaire 2020/2021);GEORGES CLEMENCEAU;43 RUE DES POISSONNIERS;18ème Ardt;75118;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.351539771986947, 48.88906745779488]}";48.8890674578,2.35153977199
COLLEGES (année scolaire 2020/2021);CLAUDE MONET;1 RUE DU DOCTEUR MAGNAN;13ème Ardt;75113;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.362324353417151, 48.8274344687235]}";48.8274344687,2.36232435342
COLLEGES (année scolaire 2020/2021);OCTAVE GREARD;28 RUE DU GENERAL FOY;8ème Ardt;75108;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.317693538401506, 48.87881482865126]}";48.8788148287,2.3176935384
COLLEGES (année scolaire 2020/2021);COLETTE BESSON;9 RUE DES PANOYAUX;20ème Ardt;75120;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.384923501131501, 48.86642227484252]}";48.8664222748,2.38492350113
COLLEGES (année scolaire 2020/2021);FRANCOIS COUPERIN;2 ALLEE DES JUSTES DE FRANCE;4ème Ardt;75104;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.35627838899096, 48.85505968002609]}";48.85505968,2.35627838899
COLLEGES (année scolaire 2020/2021);LAMARTINE;121 RUE DU FAUBOURG POISSONNIERE;9ème Ardt;75109;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.349089434845314, 48.87838139909924]}";48.8783813991,2.34908943485
COLLEGES (année scolaire 2020/2021);MOZART;7 RUE JOMARD;19ème Ardt;75119;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.379308212552384, 48.889575953650045]}";48.8895759537,2.37930821255
COLLEGES (année scolaire 2021/2022);PIERRE JEAN DE BERANGER;5 RUE BERANGER;3ème Ardt;75103;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.364260383409311, 48.86501699035452]}";48.8650169904,2.36426038341
COLLEGES (année scolaire 2017/2018 - 2018/2019);ELSA TRIOLET;9 rue YEO THOMAS;13ème Ardt;75113;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.362500443875058, 48.83141318110745]}";48.8314131811,2.36250044388
COLLEGES (année scolaire 2017/2018 - 2018/2019);BEAUMARCHAIS;124 rue AMELOT;11ème Ardt;75111;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.366905964139272, 48.86423154834393]}";48.8642315483,2.36690596414
COLLEGES (année scolaire 2017/2018 - 2018/2019);AUGUSTE RODIN;19 rue CORVISART;13ème Ardt;75113;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.347148574621564, 48.832569671434776]}";48.8325696714,2.34714857462
COLLEGES (année scolaire 2017/2018 - 2018/2019);MAURICE RAVEL;89 COURS DE VINCENNES;20ème Ardt;75120;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.408337516455997, 48.847671138410455]}";48.8476711384,2.40833751646
COLLEGES (année scolaire 2017/2018 - 2018/2019);CLAUDE MONET;1 RUE DU DOCTEUR MAGNAN;13ème Ardt;75113;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.36232435201105, 48.82743447231347]}";48.8274344723,2.36232435201
COLLEGES (année scolaire 2017/2018 - 2018/2019);EDOUARD PAILLERON;35 rue EDOUARD PAILLERON;19ème Ardt;75119;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.378959596270274, 48.88129319516136]}";48.8812931952,2.37895959627
COLLEGES (année scolaire 2017/2018 - 2018/2019);MAURICE UTRILLO;100 boulevard NEY;18ème Ardt;75118;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.344756431353995, 48.89820810778826]}";48.8982081078,2.34475643135
COLLEGES (année scolaire 2017/2018 - 2018/2019);GEORGES CLEMENCEAU;43 RUE DES POISSONNIERS;18ème Ardt;75118;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.351539771953349, 48.88906746049269]}";48.8890674605,2.35153977195
COLLEGES (année scolaire 2017/2018 - 2018/2019);PIERRE JEAN DE BERANGER;5 rue BERANGER;3ème Ardt;75103;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.364260383376388, 48.865016993052386]}";48.8650169931,2.36426038338
COLLEGES (année scolaire 2021/2022);HELENE BOUCHER;75 COURS DE VINCENNES;20ème Ardt;75120;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.406967533044743, 48.84781843548246]}";48.8478184355,2.40696753304
COLLEGES (année scolaire 2021/2022);PIERRE MENDES FRANCE;24 RUE LE VAU;20ème Ardt;75120;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.411159984926501, 48.86805832906416]}";48.8680583291,2.41115998493
COLLEGES (année scolaire 2021/2022);FLORA TRISTAN;4 RUE GALLERON;20ème Ardt;75120;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.404630008354641, 48.85874304494557]}";48.8587430449,2.40463000835
COLLEGES (année scolaire 2019/2020);MOLIERE;71 RUE DU RANELAGH;16ème Ardt;75116;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.272125246724246, 48.85500051565251]}";48.8550005157,2.27212524672
COLLEGES (année scolaire 2019/2020);ALBERTO GIACOMETTI;7 rue DU CANGE;14ème Ardt;75114;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.314971561745246, 48.834264555666174]}";48.8342645557,2.31497156175
COLLEGES (année scolaire 2019/2020);LUCIE ET RAYMOND AUBRAC;62 RUE DE LA FONTAINE AU ROI;11ème Ardt;75111;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.3743213739224043, 48.868234142876744]}";48.8682341429,2.37432137392
COLLEGES (année scolaire 2019/2020);HENRI BERGSON;27 bis rue EDOUARD PAILLERON;19ème Ardt;75119;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.3780403742686103, 48.881137696675985]}";48.8811376967,2.37804037427
COLLEGES (année scolaire 2019/2020);COLETTE BESSON;9 RUE DES PANOYAUX;20ème Ardt;75120;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.384923501089029, 48.86642227843967]}";48.8664222784,2.38492350109
COLLEGES (année scolaire 2019/2020);GABRIEL FAURE;81 AVENUE DE CHOISY;13ème Ardt;75113;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.361407262098493, 48.82404489813093]}";48.8240448981,2.3614072621
COLLEGES (année scolaire 2019/2020);PAUL BERT;8 rue HUYGHENS;14ème Ardt;75114;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.328851213063905, 48.841041360278695]}";48.8410413603,2.32885121306
COLLEGES (année scolaire 2019/2020);ANNE FRANK;38 rue TROUSSEAU;11ème Ardt;75111;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.379036764844029, 48.85192515034014]}";48.8519251503,2.37903676484
COLLEGES (année scolaire 2020/2021);JANSON DE SAILLY;106 RUE DE LA POMPE;16ème Ardt;75116;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.279452315255898, 48.86556091414147]}";48.8655609141,2.27945231526
COLLEGES (année scolaire 2020/2021);LAVOISIER;17 RUE HENRI BARBUSSE;5ème Ardt;75105;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.339294801449021, 48.84235456085726]}";48.8423545609,2.33929480145
COLLEGES (année scolaire 2020/2021);ROSE BLANCHE;101 RUE DE SAUSSURE;17ème Ardt;75117;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.311717565640409, 48.8874299696971]}";48.8874299697,2.31171756564
COLLEGES (année scolaire 2021/2022);JANSON DE SAILLY;106 RUE DE LA POMPE;16ème Ardt;75116;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.279452315255898, 48.86556091414147]}";48.8655609141,2.27945231526
COLLEGES (année scolaire 2021/2022);CESAR FRANCK;5 RUE DE LA JUSSIENNE;2ème Ardt;75102;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.344202679899203, 48.86535583739993]}";48.8653558374,2.3442026799
COLLEGES (année scolaire 2021/2022);PIERRE DE RONSARD;140 AVENUE DE WAGRAM;17ème Ardt;75117;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.3040936300187402, 48.88588609596083]}";48.885886096,2.30409363002
COLLEGES (année scolaire 2021/2022);ANNE FRANK;38 RUE TROUSSEAU;11ème Ardt;75111;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.379036766249539, 48.851925146750034]}";48.8519251468,2.37903676625
COLLEGES (année scolaire 2017/2018 - 2018/2019);AIME CESAIRE;22 rue PAJOL;18ème Ardt;75118;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.363067598499841, 48.889594795434014]}";48.8895947954,2.3630675985
COLLEGES (année scolaire 2017/2018 - 2018/2019);PAUL GAUGUIN;35 rue MILTON;9ème Ardt;75109;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.342345239651666, 48.87923074871217]}";48.8792307487,2.34234523965
COLLEGES (année scolaire 2017/2018 - 2018/2019);FRANCOIS COUPERIN;2 ALLEE DES JUSTES DE FRANCE;4ème Ardt;75104;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.356278387572587, 48.85505968451522]}";48.8550596845,2.35627838757
COLLEGES (année scolaire 2017/2018 - 2018/2019);GUSTAVE FLAUBERT;82 AVENUE D' IVRY;13ème Ardt;75113;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.362659760676201, 48.82496991676632]}";48.8249699168,2.36265976068
COLLEGES (année scolaire 2017/2018 - 2018/2019);PAUL VALERY;38 boulevard SOULT;12ème Ardt;75112;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.409179064590181, 48.83984209402815]}";48.839842094,2.40917906459
COLLEGES (année scolaire 2017/2018 - 2018/2019);MARX DORMOY;55 rue MARX DORMOY;18ème Ardt;75118;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.359697412079975, 48.88849687688966]}";48.8884968769,2.35969741208
COLLEGES (année scolaire 2021/2022);ALPHONSE DAUDET;93 RUE D' ALESIA;14ème Ardt;75114;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.325909407585153, 48.82801240851197]}";48.8280124085,2.32590940759
COLLEGES (année scolaire 2021/2022);GABRIEL FAURE;81 AVENUE DE CHOISY;13ème Ardt;75113;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.361407262120524, 48.82404489633226]}";48.8240448963,2.36140726212
COLLEGES (année scolaire 2021/2022);MARX DORMOY;55 RUE MARX DORMOY;18ème Ardt;75118;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.359697412102091, 48.88849687509113]}";48.8884968751,2.3596974121
COLLEGES (année scolaire 2019/2020);LA GRANGE AUX BELLES;158 QUAI DE JEMMAPES;10ème Ardt;75110;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.366634856549408, 48.87798502174986]}";48.8779850217,2.36663485655
COLLEGES (année scolaire 2019/2020);PAUL VERLAINE;167 RUE DE BERCY;12ème Ardt;75112;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.375238550395827, 48.84260745445273]}";48.8426074545,2.3752385504
COLLEGES (année scolaire 2019/2020);ELSA TRIOLET;9 rue YEO THOMAS;13ème Ardt;75113;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.362500443875058, 48.83141318110745]}";48.8314131811,2.36250044388
COLLEGES (année scolaire 2019/2020);OCTAVE GREARD;28 RUE DU GENERAL FOY;8ème Ardt;75108;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.3176935383779442, 48.878814830449805]}";48.8788148304,2.31769353838
COLLEGES (année scolaire 2020/2021);ROBERT DOISNEAU;51 RUE DES PANOYAUX;20ème Ardt;75120;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.387974290425766, 48.86707415481146]}";48.8670741548,2.38797429043
COLLEGES (année scolaire 2020/2021);JEAN DE LA FONTAINE;1 PLACE DE LA PORTE MOLITOR;16ème Ardt;75116;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.256577695486443, 48.84519060168556]}";48.8451906017,2.25657769549
COLLEGES (année scolaire 2020/2021);PIERRE DE RONSARD;140 AVENUE DE WAGRAM;17ème Ardt;75117;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.3040936300187402, 48.88588609596083]}";48.885886096,2.30409363002
COLLEGES (année scolaire 2020/2021);MOLIERE;71 RUE DU RANELAGH;16ème Ardt;75116;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.272125246761933, 48.855000512954625]}";48.855000513,2.27212524676
COLLEGES (année scolaire 2020/2021);JEAN PERRIN;6 RUE EUGENE REISZ;20ème Ardt;75120;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.411192015083834, 48.8568526166777]}";48.8568526167,2.41119201508
COLLEGES (année scolaire 2020/2021);ANDRE CITROEN;208 RUE SAINT-CHARLES;15ème Ardt;75115;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.278590252444514, 48.838859569843]}";48.8388595698,2.27859025244
COLLEGES (année scolaire 2020/2021);PAUL VERLAINE;167 RUE DE BERCY;12ème Ardt;75112;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.375238551801448, 48.84260745086263]}";48.8426074509,2.3752385518
COLLEGES (année scolaire 2021/2022);ROGNONI;24 RUE DU CARDINAL LEMOINE;5ème Ardt;75105;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.353281841578868, 48.84827305751572]}";48.8482730575,2.35328184158
COLLEGES (année scolaire 2021/2022);JEAN MOULIN;75 RUE D' ALESIA;14ème Ardt;75114;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.328319953644901, 48.82773032559163]}";48.8277303256,2.32831995364
COLLEGES (année scolaire 2021/2022);GEORGES ROUAULT;3 RUE DU NOYER-DURAND;19ème Ardt;75119;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.399077061965366, 48.886609192663514]}";48.8866091927,2.39907706197
COLLEGES (année scolaire 2021/2022);PAUL VALERY;38 BOULEVARD SOULT;12ème Ardt;75112;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.409179064600375, 48.83984209312885]}";48.8398420931,2.4091790646
COLLEGES (année scolaire 2017/2018 - 2018/2019);ROLAND DORGELES;63 RUE DE CLIGNANCOURT;18ème Ardt;75118;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.347862029230415, 48.888241911638524]}";48.8882419116,2.34786202923
COLLEGES (année scolaire 2017/2018 - 2018/2019);CHARLES PEGUY;69 avenue SIMON BOLIVAR;19ème Ardt;75119;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.376536636384852, 48.8762897937963]}";48.8762897938,2.37653663638
COLLEGES (année scolaire 2017/2018 - 2018/2019);GEORGES DUHAMEL;13 RUE DES VOLONTAIRES;15ème Ardt;75115;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.3072338251931352, 48.84264716055018]}";48.8426471606,2.30723382519
COLLEGES (année scolaire 2017/2018 - 2018/2019);EDMOND MICHELET;70 RUE DE L' OURCQ;19ème Ardt;75119;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.376485834369094, 48.893666558453425]}";48.8936665585,2.37648583437
COLLEGES (année scolaire 2017/2018 - 2018/2019);ALPHONSE DAUDET;93 RUE D' ALESIA;14ème Ardt;75114;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.325909406165001, 48.828012413000856]}";48.828012413,2.32590940617
COLLEGES (année scolaire 2017/2018 - 2018/2019);ALBERTO GIACOMETTI;7 rue DU CANGE;14ème Ardt;75114;2017/2018 - 2018/2019;;"{""type"": ""Point"", ""coordinates"": [2.314971561733428, 48.834264556565465]}";48.8342645566,2.31497156173
COLLEGES (année scolaire 2021/2022);HONORE DE BALZAC;118 BOULEVARD BESSIERES;17ème Ardt;75117;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.315476824340967, 48.895530729202925]}";48.8955307292,2.31547682434
COLLEGES (année scolaire 2021/2022);GEORGES MELIES;43 RUE DE TANGER;19ème Ardt;75119;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.370361625408253, 48.888070963282594]}";48.8880709633,2.37036162541
COLLEGES (année scolaire 2021/2022);EVARISTE GALOIS;11 RUE DU DOCTEUR BOURNEVILLE;13ème Ardt;75113;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.358378714817568, 48.81844173613279]}";48.8184417361,2.35837871482
COLLEGES (année scolaire 2019/2020);JEAN-BAPTISTE CLEMENT;26 rue HENRI CHEVREAU;20ème Ardt;75120;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.389377915819809, 48.86995321107215]}";48.8699532111,2.38937791582
COLLEGES (année scolaire 2019/2020);JULES FERRY;77 bis BOULEVARD DE CLICHY;9ème Ardt;75109;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.329145603892361, 48.88435017572185]}";48.8843501757,2.32914560389
COLLEGES (année scolaire 2019/2020);ANTOINE COYSEVOX;16 rue COYSEVOX;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.329820195231789, 48.89161762769629]}";48.8916176277,2.32982019523
COLLEGES (année scolaire 2019/2020);THOMAS MANN;91 AVENUE DE FRANCE;13ème Ardt;75113;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.37793885773503, 48.82891771439166]}";48.8289177144,2.37793885774
COLLEGES (année scolaire 2019/2020);GEORGES DUHAMEL;13 RUE DES VOLONTAIRES;15ème Ardt;75115;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.3072338251931352, 48.84264716055018]}";48.8426471606,2.30723382519
COLLEGES (année scolaire 2019/2020);BERNARD PALISSY;21 RUE DES PETITS HOTELS;10ème Ardt;75110;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.352858994324889, 48.87746346446646]}";48.8774634645,2.35285899432
COLLEGES (année scolaire 2019/2020);RAYMOND QUENEAU;66 boulevard SAINT-MARCEL;5ème Ardt;75105;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.354673915673892, 48.837896360581205]}";48.8378963606,2.35467391567
COLLEGES (année scolaire 2019/2020);PIERRE MENDES FRANCE;24 rue LE VAU;20ème Ardt;75120;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.411159984896006, 48.868058331761986]}";48.8680583318,2.4111599849
COLLEGES (année scolaire 2020/2021);STEPHANE MALLARME;29 RUE DE LA JONQUIERE;17ème Ardt;75117;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.32448159826506, 48.893482019583715]}";48.8934820196,2.32448159827
COLLEGES (année scolaire 2020/2021);AMEDEO MODIGLIANI;1 RUE DE CHERBOURG;15ème Ardt;75115;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.304739466061122, 48.83170273369949]}";48.8317027337,2.30473946606
COLLEGES (année scolaire 2020/2021);HENRI IV;23 RUE CLOVIS;5ème Ardt;75105;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.347383672470345, 48.8463580928723]}";48.8463580929,2.34738367247
COLLEGES (année scolaire 2020/2021);ANTOINE COYSEVOX;16 RUE COYSEVOX;18ème Ardt;75118;2020-2021;Collège;"{""type"": ""Point"", ""coordinates"": [2.329820195243364, 48.89161762679699]}";48.8916176268,2.32982019524
COLLEGES (année scolaire 2021/2022);HENRI MATISSE;3 RUE VITRUVE;20ème Ardt;75120;2021-2022;Collège;"{""type"": ""Point"", ""coordinates"": [2.401975118872313, 48.85645682794513]}";48.8564568279,2.40197511887
